['loss'],"[[2.6366853094100953, 2.209176917076111, 2.0338889944553373, 1.8930917823314666, 1.782447934747339, 1.6955529129505158, 1.6187107038497925, 1.5345424395799636, 1.4795918822288514, 1.340787147283554]]"
['val_loss'],"[[2.526642417907715, 2.0559507727622988, 1.9120474219322205, 1.7156815767288207, 1.657650601863861, 1.5748238444328309, 1.4992565631866455, 1.358785080909729, 1.3805449843406676, 1.171706598997116]]"
