['loss'],"[[2.6464696288108827, 2.284673618078232, 2.0681153464317323, 2.0199653565883637, 1.9376933205127715, 1.6735092937946319, 1.4855208951234817, 1.291558558344841, 1.1885556903481485, 1.1662336361408234]]"
['val_loss'],"[[2.6164196014404295, 2.019029140472412, 1.945277500152588, 1.9013664841651916, 1.7575676083564757, 1.4351763129234314, 1.3673956274986268, 1.0179770171642304, 0.9734389662742615, 0.8011492133140564]]"
