['loss'],"[[1.8200999773144722, 0.8836394362818516, 0.5145124882087111, 0.36134926237910986, 0.2680846949145198, 0.193269377019131, 0.1250667063886649, 0.11990028662766206, 0.09690823448488527, 0.0707109859991973]]"
['val_loss'],"[[1.037712848186493, 0.5292267352342606, 0.34372804015874864, 0.2210948161780834, 0.23125915974378586, 0.10958093237131834, 0.10531537034548819, 0.16044914834201335, 0.07827644869685173, 0.08642524359747768]]"
