['loss'],"[[1.4788807211518287, 0.7059294805284625, 0.4089114991767789, 0.32187723853392525, 0.2642751772382762, 0.22726499388324456, 0.18509890969451953, 0.15941579369116987, 0.12792840343696663, 0.1254022041649001]]"
['val_loss'],"[[1.2432922840118408, 0.474594435095787, 0.20990418195724486, 0.19799669086933136, 0.2551250569522381, 0.21271553561091422, 0.1763080682605505, 0.16269471123814583, 0.08435028693638742, 0.36037732362747193]]"
