['loss'],"[[2.2865606526533764, 1.8682211017608643, 1.5986448351542155, 1.3330952233076097, 1.1080789031585057, 0.9475758470030934, 0.8630406534671784, 0.749333736896515, 0.684567598849535, 0.6086414818962415]]"
['val_loss'],"[[1.945830726623535, 1.5968839883804322, 1.4294639348983764, 1.3459401607513428, 0.9181832611560822, 0.7405495941638947, 0.6752243995666504, 0.5957777023315429, 0.5301165789365768, 0.616511020064354]]"
