['loss'],"[[2.664687788486481, 2.639729565382004, 2.6118757367134093, 2.331422871351242, 2.1833614468574525, 2.1346003651618957, 2.0516841799020766, 2.02902415394783, 2.040405598282814, 1.9694306522607803]]"
['val_loss'],"[[2.637702536582947, 2.637650895118713, 2.5112860202789307, 2.1196284532546996, 2.0310909867286684, 2.083820033073425, 1.9937169790267943, 1.9504953145980835, 1.9571841359138489, 1.9253796458244323]]"
