['loss'],"[[1.819329492032528, 0.9524047074317932, 0.6002200835160911, 0.40276336966268717, 0.32625461416633333, 0.2691681621749885, 0.2440760132460273, 0.24117252103157807, 0.17185003409633645, 0.1784428966033447]]"
['val_loss'],"[[1.0268540501594543, 0.7152320146560669, 0.4326161056756973, 0.21904231682419778, 0.16251217871904372, 0.17043639570474625, 0.14022078588604928, 0.09127494730055333, 0.16053583826869727, 0.18842480331659317]]"
