['loss'],"[[2.673726296424866, 2.639674186706543, 2.648842716217041, 2.6413973569869995, 2.643337106704712, 2.6394808769226072, 2.63909592628479, 2.634631633758545, 2.640564513206482, 2.6122969150543214]]"
['val_loss'],"[[2.6427361726760865, 2.6433970451354982, 2.649333429336548, 2.6399725914001464, 2.6395172834396363, 2.6382288217544554, 2.6373420000076293, 2.634376549720764, 2.6205035924911497, 2.57994339466095]]"
