['loss'],"[[2.6573136329650877, 2.641543181737264, 2.6078700462977094, 2.415362906455994, 2.207244610786438, 2.1904726028442383, 2.1315983374913534, 2.06471391916275, 2.041358490784963, 2.0725534439086912]]"
['val_loss'],"[[2.631403660774231, 2.629632353782654, 2.5195318937301634, 2.197980189323425, 2.109914183616638, 2.0891937255859374, 2.0587358713150024, 1.9877611875534058, 2.0046120285987854, 1.960891568660736]]"
