['loss'],"[[2.6549471044540405, 2.566518688201904, 2.279847378730774, 2.1298313093185426, 2.1166374850273133, 2.044479284286499, 2.0068621110916136, 1.9672493362426757, 1.8017694973945617, 1.6896240282058717]]"
['val_loss'],"[[2.6367456912994385, 2.3733367919921875, 2.0529929041862487, 2.021276569366455, 1.9800651311874389, 1.9483825087547302, 1.9281145572662353, 1.8905238509178162, 1.713936722278595, 1.5357211470603942]]"
