['loss'],"[[2.3152250514030457, 1.4228583572506905, 1.0511018232703209, 0.8633958700597286, 0.7528845779895782, 0.6477574543058873, 0.4785492887347937, 0.41036883830279114, 0.3551929137445986, 0.3515647770743817]]"
['val_loss'],"[[1.9031333923339844, 1.1367107510566712, 0.7746862888336181, 0.7853411257266998, 0.6470521688461304, 0.45654745399951935, 0.36913198679685594, 0.4295518800616264, 0.27120272219181063, 0.28142235726118087]]"
