,100,200,300,400,500,1000,2000,3000,4000,5000,10000,20000
10,2.6348043680191,1.96514129638672,2.02102251847585,1.96943065226078,1.68962402820587,1.34078714728355,0.9731593747437,0.608641481896241,0.502623715717345,0.23559713642858,0.070710985999197,0.1254022041649
20,2.61834332942963,2.12306540608406,2.01161574522654,1.965462911129,1.7497808265686,1.16623363614082,0.55556589435786,0.556272100582719,0.40052098887274,0.406914036383852,0.174086293309636,0.063787042515411
30,2.61229691505432,2.18840854167938,2.07255344390869,1.97499256432056,1.84245405673981,1.17974261641502,0.858742679059505,0.3829373355334,0.35898246998433,0.351564777074382,0.178442896603345,0.107732278884083
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,100,200,300,400,500,1000,2000,3000,4000,5000,10000,20000
10,2.63548669815064,1.89093796014786,1.94632166624069,1.92537964582443,1.53572114706039,1.17170659899712,0.796363025903702,0.616511020064354,0.312284605205059,0.150822414457798,0.086425243597478,0.360377323627472
20,2.60251269340515,2.00414863824844,1.95138182640076,1.89419875144959,1.64679844379425,0.801149213314056,0.468744993209839,0.442921981215477,0.244055972993374,0.237377747893333,0.091390039026737,0.013942131071235
30,2.57994339466095,2.09802253246307,1.96089156866074,1.82718696594238,1.57441811561584,1.22323054671288,0.918166041374206,0.334357407689095,0.339691105484962,0.281422357261181,0.188424803316593,0.027622203016654
