['loss'],"[[2.1938298666477203, 1.4576367807388306, 1.1422373769432306, 1.0153439297527074, 0.8860531415790319, 0.7538436513766646, 0.6267461041361093, 0.5418148824945093, 0.46736649072729053, 0.4005209888727404]]"
['val_loss'],"[[1.7174378514289856, 1.1427363395690917, 0.9771013021469116, 0.8428285419940948, 0.703720110654831, 0.605740749835968, 0.455967104434967, 0.4108183354139328, 0.3043653637170792, 0.24405597299337387]]"
